id,keyword,location,text,target,preprocessed_text,predicted_label
20,no_keyword,no_location,Damage to school bus on 80 in multi car crash #BREAKING ,1,damage school bus multi car crash breaking,3
128,accident,"New Hanover County, NC",FYI CAD:FYI: ;ACCIDENT PROPERTY DAMAGE;NHS;999 PINER RD/HORNDALE DR,1,fyi cadfyi accident property damagenhs piner rdhorndale dr,3
131,accident,"Wilmington, NC",;ACCIDENT PROPERTY DAMAGE; PINER RD/HORNDALE DR,1,accident property damage piner rdhorndale dr,3
133,accident,"New Hanover County, NC",FYI CAD:FYI: ;ACCIDENT PROPERTY DAMAGE;WPD;1600 S 17TH ST,1,fyi cadfyi accident property damagewpd st,3
346,annihilation,"California, USA",@rvfriedmann Hell is just a fraction of his belief of total annihilation destruction of USA @LodiSilverado @ritzy_jewels,1,hell fraction belief total annihilation destruction usa,3
589,arson,no_location,Tennessee lesbian couple faked hate crime and destroyed own home with arsonÛ_ http://t.co/10mUEY8PXJ #Lesbian,1,tennessee lesbian couple faked hate crime destroyed home arson _ lesbian,3
667,attack,"West Bank, Gaza Strip",Israeli forces raid home of alleged car attack suspect http://t.co/3GVUS8NPpy #palestine,1,israeli force raid home alleged car attack suspect palestine,3
805,battle,USA,Black Eye 9: A space battle occurred at Star M27329 involving 1 fleets totaling 1236 ships with 7 destroyed,1,black eye space battle occurred star involving fleet totaling ship destroyed,3
1626,bombed,"Warwick, RI @Dollarocracy also",Storm in RI worse than last hurricane. My city&amp;3others hardest hit. My yard looks like it was bombed. Around 20000K still without power,1,storm ri worse last hurricane cityamp hardest hit yard look like bombed around still without power,3
1672,bridge collapse,Mumbai,@ameenshaikh3 by ur. logic if bridge didnt collapse then second train engine should cross bridge then  @sanjaynirupam @sureshprabhu,1,ur logic bridge didnt collapse second train engine cross bridge,3
1687,bridge collapse,no_location,Two giant cranes holding a bridge collapse into nearby homes http://t.co/OQpsvrGbJc,1,two giant crane holding bridge collapse nearby home,3
1690,bridge collapse,no_location,Two giant cranes holding a bridge collapse into nearby homes http://t.co/UmANaaHwMI,1,two giant crane holding bridge collapse nearby home,3
1693,bridge collapse,Boston,Two giant cranes holding a bridge collapse into nearby homes http://t.co/5t69Ev0xTi via http://t.co/Nyp8OQ2Z9T,1,two giant crane holding bridge collapse nearby home via,3
1694,bridge collapse,MUM-DEL,#TrainTragedy - Happened in MP due to collapse of bridge now I m afraid to take a long distance train. http://t.co/JthusynJaH,1,traintragedy happened mp due collapse bridge afraid take long distance train,3
1699,bridge collapse,US,Two giant cranes holding a bridge collapse into nearby homes http://t.co/jBJRg3eP1Q,1,two giant crane holding bridge collapse nearby home,3
1700,bridge collapse,no_location,Two giant cranes holding a bridge collapse into nearby homes http://t.co/gSKJqWyI2d,1,two giant crane holding bridge collapse nearby home,3
1701,bridge collapse,California,#computers #gadgets Two giant cranes holding a bridge collapse into nearby homes http://t.co/UZIWgZRynY #slingnews,1,computers gadgets two giant crane holding bridge collapse nearby home slingnews,3
1705,bridge collapse,"Playa del Carmen, Mexico",Two giant cranes holding a bridge collapse into nearby homes http://t.co/lSQe7nu6kl,1,two giant crane holding bridge collapse nearby home,3
1706,bridge collapse,no_location,Two giant cranes holding a bridge collapse into nearby homes http://t.co/q5q1x5Vcqk,1,two giant crane holding bridge collapse nearby home,3
1712,bridge collapse,no_location,Two cranes restoring a bridge in the central Dutch town of Alphen aan den Rijn collapse on to buildings with rescuers searching for,1,two crane restoring bridge central dutch town alphen aan den rijn collapse building rescuer searching,3
1716,bridge collapse,no_location,Two giant cranes holding a bridge collapse into nearby homes http://t.co/9asc1hhFNJ,1,two giant crane holding bridge collapse nearby home,3
1723,buildings burning,"Mackay, QLD, Australia",Mmmmmm I'm burning.... I'm burning buildings I'm building.... Oooooohhhh oooh ooh...,1,mmmmmm im burning im burning building im building oooooohhhh oooh ooh,3
1791,buildings on fire,"Nigeria, Global",just in: #kenya: several buildings are reported to be on fire close to dam estate #langata at 2:22pm.,1,in kenya several building reported fire close dam estate langata ,3
1814,buildings on fire,MA via PA,Charred remains of homes on 2nd St in Manchester NH after fire rips through 2 buildings damaging neighboring homes http://t.co/Ja3W1S3tmr,1,charred remains home st manchester nh fire rip building damaging neighboring home,3
1942,burning buildings,"Whiterun, Skyrim",Destruction magic's fine just don't go burning down any buildings.,1,destruction magics fine go burning buildings,3
2195,catastrophic,"Dublin, Ireland",'Kessler Syndrome' is the name for the catastrophic exponential proliferation of Space debris and destruction of satellites. #GravityMovie,1,kessler syndrome name catastrophic exponential proliferation space debris destruction satellites gravitymovie,3
2215,chemical emergency,Welt,???? #Krefeld: the incident happened in a chemical industry park! Emergency operations underway! A building reportly collapsed! @cnnbrk @ntvde,1, krefeld incident happened chemical industry park emergency operation underway building reportly collapsed,3
2222,chemical emergency,"Annapolis, MD",Explosion at chemical site leads to building collapse near Krefeld Germany. Emergency crews on scene; avoid the area. #iJETalerts,1,explosion chemical site lead building collapse near krefeld germany emergency crew scene avoid area ijetalerts,3
2267,cliff fall,no_location,#FunnyNews #Business Watch the moment a cliff collapses as huge chunks of rock fall onto a road in China  http://t.co/LCi3pljX25,1,funnynews business watch moment cliff collapse huge chunk rock fall onto road china,3
2289,cliff fall,Sydney Australia,News Update Huge cliff landslide on road in China - Watch the moment a cliff collapses as huge chunks of rock fall... http://t.co/gaBd0cjmAG,1,news update huge cliff landslide road china watch moment cliff collapse huge chunk rock fall,3
2292,cliff fall,"Lagos, Nigeria",Huge cliff landslide on road in China: Watch the moment a cliff collapses as huge chunks of rock fall onto a r... http://t.co/eEEwO207mX,1,huge cliff landslide road china watch moment cliff collapse huge chunk rock fall onto r,3
2307,collapse,Scotland,Would a paramedic really do that? Leave someone inside a building that's about to collapse/blow up? @HalloIkBenWill,1,would paramedic really that leave someone inside building thats collapseblow up,3
2311,collapse,Melrose,Watch The Terrifying Moment Two Giant Cranes Collapse Onto Homes: A row of homes was destroyed in seconds. http://t.co/G38Y8H1tJt,1,watch terrifying moment two giant crane collapse onto homes row home destroyed seconds,3
2358,collapsed,no_location,I was on my way to Gary but all the Chicago entrances was closed due to a bridge collapsed ?????? I hope they let us through tomorrow,1,way gary chicago entrance closed due bridge collapsed hope let u tomorrow,3
2362,collapsed,"CAMARILLO, CA",@organicallyrude @1ROCKSTAR62 #wish Mattingly &amp; Bundy &amp; McGwire were standing on it when it collapsed!,1,wish mattingly amp bundy amp mcgwire standing collapsed,3
2364,collapsed,"Eugene, Oregon",Roof collapsed a bowling alley many in the community remember going to for more than 30 years @KEZI9 http://t.co/sAhbhLXsSh,1,roof collapsed bowling alley many community remember going year,3
2367,collapsed,no_location,1 hour parade like 50 people collapsed. #OneHeartOneMindOneCSS,1,hour parade like people collapsed oneheartonemindonecss,3
2396,collapsed,wherever-the-fuck washington,@flickershowell oh wow my heart collapsed cool im crying cool cool,1,oh wow heart collapsed cool im cry cool cool,3
2398,collapsed,"From NY. In Scranton, PA",Apparently part of the building just collapsed. Hope everyone is ok.,1,apparently part building collapsed hope everyone ok,3
2399,collapsed,"Perth, Western Australia",@xDescry I was wrong to call it trusty actually.. considering it spontaneously collapsed on me that's not very trusty.,1,wrong call trusty actually considering spontaneously collapsed thats trusty,3
2400,collapsed,no_location,Petition | Heartless owner that whipped horse until it collapsed is told he can KEEP his animal! Act Now! http://t.co/87eFCBIczM,1,petition heartless owner whipped horse collapsed told keep animal act now,3
2491,collided,Cherry Creek Denver CO,2 Cars Collide 1 Crashes Into Building: Two cars collided at an intersection and that sent one vehicle crashingÛ_ http://t.co/TpUu3eaTB3,1,car collide crash building two car collided intersection sent one vehicle crashing _,3
2499,collided,"ÌÏT: 41.252426,-96.072013",Crews working to restore power in southwest Omaha after vehicle collided with utility pole. - http://t.co/dAn0Gkx28l,1,crew working restore power southwest omaha vehicle collided utility pole ,3
2851,cyclone,no_location,#Rohingya houses in #Kyee NockThie hamlet from Taungbazar region in Buthidaung were severely damaged in Cyclone @KasitaRoch @VivianUNHCR,1,rohingya house kyee nockthie hamlet taungbazar region buthidaung severely damaged cyclone,3
2857,damage,"Bartholomew County, Indiana",FYI: ;ACCIDENT PROPERTY DAMAGE;3460 LIMESTONE LN;COL;YELLOWSTONE WAY;FIELDSTONE DR;08/05/2015 19:36:35,1,fyi accident property damage limestone lncolyellowstone wayfieldstone dr ,3
2863,damage,Catskills,Cleared:  Accident with property damage on #NY35 EB at NY 100,1,cleared accident property damage eb ny,3
2869,damage,Texas,Storm damage reported in West Tennessee http://t.co/90L2lB5WMr,1,storm damage reported west tennessee,3
2870,damage,"Lawrence, KS via Emporia, KS",Hey the #Royals love doing damage with 2 outs.,1,hey royals love damage outs,3
2871,damage,http://twitch.tv/jcmonkey,"@Drothvader @CM_Nevalistis you can keep this please!!!!! Arachys
    [2 Pieces] - Now deals 4000% weapon damage (up from 2500%)",1,keep please arachys pieces deal weapon damage up ,3
2873,damage,Unknown,@BradleyBrad47 yeah but being fast and doing extremely high damage is what its all about if you want fast then im gonna have to get u the-,1,yeah fast extremely high damage want fast im gonna get u the,3
2878,damage,"New Haven, Connecticut",@JoeDawg42 TOR for a TOR situation only. Wind damage enhanced wording is key IMO,1,tor tor situation only wind damage enhanced wording key imo,3
2879,damage,no_location,@HfxStanfield @beelieveDC @DiscoveryCntr what is happening we hear there is runway lighting damage by a contractor.,1,happening hear runway lighting damage contractor,3
2883,damage,Somewhere in the Canada,Nine inmates charged with causing damage in Calgary Remand Centre riot - http://t.co/1OSmIUXKhW,1,nine inmate charged causing damage calgary remand centre riot ,3
2884,damage,London/New York,#pt Cross-sectarian protest. Powerful Shia cleric says militias must withdraw:'ur fightin ISIS but we wont forget damage uve done to ur ppl',1,pt crosssectarian protest powerful shia cleric say militia must withdrawur fightin isi wont forget damage uve done ur ppl,3
2885,damage,"261 5th Avenue New York, NY ",Does homeowners insurance cover water damage? Here are some good things to know. http://t.co/0uSDI5JCHo http://t.co/xyg7JhRjoF,1,homeowner insurance cover water damage good thing know,3
2886,damage,no_location,Beach did damage to my shit,1,beach damage shit,3
2889,damage,Charlotte NC,REPORTED: HIT &amp; RUN-IN ROADWAY-PROPERTY DAMAGE at 15901 STATESVILLE RD,1,reported hit amp runin roadwayproperty damage statesville rd,3
2891,damage,"Rockville, Maryland",#Glaucoma occurs when fluid builds up pressure inside #eye to a level that may damage optic nerve #eyefacts,1,glaucoma occurs fluid build pressure inside eye level may damage optic nerve eyefacts,3
2893,damage,no_location,#JSunNews Storm damage reported in Madison County: Thunderstorm damage reports ar... http://t.co/s7NBowa7TP (via http://t.co/3f7owdEcy7),1,jsunnews storm damage reported madison county thunderstorm damage report ar via,3
2895,damage,no_location,S61.231A Puncture wound without foreign body of left index finger without damage to nail initial encounter #icd10,1, puncture wound without foreign body left index finger without damage nail initial encounter ,3
2900,damage,"Bhopal, Madhya Pradesh, India.",@MichaelWestBiz standard damage control,1,standard damage control,3
2902,damage,Tennessee,@GettingLost @JennEllensBB @Muncle_jim It said they had superficial wounds and it was the pepper spray that did the most damage.,1,said superficial wound pepper spray damage,3
3319,demolished,no_location,Why is CHURCH media and #Media420 silent when #PapiCongress has demolished the house of a journo in UK @pragnik,1,church medium silent papicongress demolished house journo uk,3
3334,demolished,Chicago,ÛÏ@SplottDave: @TeamPalestina That's about 28700 Palestinian homes demolished now by Israel since 1967 w/ 0 Israeli home demolished @POTUS,1,   thats palestinian home demolished israel since w israeli home demolished,3
3351,demolished,"Paterson, New Jersey ",Three Homes Demolished in Unrecognized Arab Village - International Middle East Media Center http://t.co/ik8m4Yi9T4,1,three home demolished unrecognized arab village international middle east medium center,3
3376,demolition,"San Francisco, CA",Delmont's 'Onion House' Purchased After Plans For Demolition http://t.co/yojKfQeJ6s,1,delmonts onion house purchased plan demolition,3
3724,destroyed,Montreal,@freeMurphy Your hot take on Canada's hitchhiking garbage-bot (destroyed in Philly) was sorely needed.,1,hot take canadas hitchhiking garbagebot destroyed philly sorely needed,3
3737,destroyed,no_location,@DavidVitter Hi David in 2003 I saw the USA walk into a war that destroyed the lives of millions. You can prevent a repeat. #IranDeal,1,hi david saw usa walk war destroyed life millions prevent repeat irandeal,3
3745,destroyed,no_location,Ford Truck Starts Up And Drives Off After Being DESTROYED By Tornado! http://t.co/IxJjlp1LVo,1,ford truck start drive destroyed tornado,3
3765,destruction,no_location,#Putin decree results in destruction of 10 tons of imported cheese near Russia-Ukraine border. RT @Independent http://t.co/K3pnNktlXh,1,putin decree result destruction ton imported cheese near russiaukraine border rt,3
3772,destruction,??????? ??????? ????????,@HassanRouhani Wars doomed to destruction loss money must invest in Iran's inside that should not go outside,1,war doomed destruction loss money must invest irans inside go outside,3
3796,destruction,no_location,So you have a new weapon that can cause un-imaginable destruction.,1,new weapon cause unimaginable destruction,3
4969,explosion,Germany,I liked a @YouTube video http://t.co/bGAJ2oAX1p Huge Building Explosion at 2500fps - The Slow Mo Guys,1,liked video huge building explosion slow mo guy,3
4988,explosion,"City of London, London",EE recalls Power Bar battery packs after explosion in student's bedroom http://t.co/EKWTiHlwuf,1,ee recall power bar battery pack explosion students bedroom,3
5098,famine,"Rogersville, MO",@SavageNation Reminds me when the Peasants destroyed their food when Stalin's army came to 'redistribute the wealth'. It caused famine/death,1,reminds peasant destroyed food stalins army came redistribute wealth caused faminedeath,3
5189,fatalities,"Nantes, France",Estimated damage and fatalities of an Hiroshima-sized atomic bomb dropped on your hometown - http://t.co/BSrERJbY0I  #Hiroshima70,1,estimated damage fatality hiroshimasized atomic bomb dropped hometown ,3
5428,first responders,New York City,I just added 'Sandy First Responders Lost Their Homes' to VIP Home Page Group on @Vimeo: https://t.co/lKXi6UXjaQ,1,added sandy first responder lost homes vip home page group ,3
5484,flames,no_location,Maryland mansion fire that killed 6 caused by damaged plug under Christmas tree report says - Into the flames... http://t.co/ucUDwIU3aN,1,maryland mansion fire killed caused damaged plug christmas tree report say flames,3
5491,flames,Republica Dominicana,Maryland mansion fire that killed 6 caused by damaged plug under Christmas tree report says - Into the flames: Firefighter's bravery...,1,maryland mansion fire killed caused damaged plug christmas tree report say flames firefighters bravery,3
5494,flames,U.S.A,Maryland mansion fire that killed 6 caused by damaged plug under Christmas tree report says - Into the flames... http://t.co/P1WmkXA9d8,1,maryland mansion fire killed caused damaged plug christmas tree report say flames,3
5503,flames,Santo Domingo Alma Rosa ,SoloQuiero Maryland mansion fire that killed 6 caused by damaged plug under Christmas tree report says - Into the flames: Firefighte...,1,soloquiero maryland mansion fire killed caused damaged plug christmas tree report say flames firefighte,3
5505,flames,Somewhere Around You,Maryland mansion fire that killed 6 caused by damaged plug under Christmas tree report says - Into the flames... http://t.co/lKJFabQzb3,1,maryland mansion fire killed caused damaged plug christmas tree report say flames,3
5706,floods,"21.462446,-158.022017",Floods cause damage and death across Asia | All media content | http://t.co/a2myUTpDiQ | 05.08.2015 http://t.co/XrSkT0s9lz,1,flood cause damage death across asia medium content  ,3
5800,hail,Inside the Beltway (DC Area),Cue storm with massive wind and hail!! Now a power outage @WXII in Davidson County.,1,cue storm massive wind hail power outage davidson county,3
5824,hail,"Indianapolis, IN",Central Mass. fruit trees escape heavy damage after wind hail http://t.co/VbFfodtP6M,1,central mass fruit tree escape heavy damage wind hail,3
5950,hazard,NIFC,Road closures remain in effect due to hazard trees falling tree torching and uphill runs of the fire. Forest Service Road #1 remains close,1,road closure remain effect due hazard tree falling tree torching uphill run fire forest service road remains close,3
6416,hurricane,USA,Grace: here are damage levels USA style.. #Taiwan #China #world hurricane/typhoon ratings/categories defined again http://t.co/OdYdT9QPk1,1,grace damage level usa style taiwan china world hurricanetyphoon ratingscategories defined,3
6417,hurricane,no_location,AngelRiveraLibÛ_ #Snowden 'may have' broken laws? Hurricane Katrina may have caused some damage. http://t.co/jAaWuiOvdc Without Snowden hÛ_,1,angelriveralib _ snowden may have broken laws hurricane katrina may caused damage without snowden h _,3
6683,landslide,UK,#Flashflood causes #landslide in Gilgit #Pakistan Damage to 20 homes farmland roads and bridges #365disasters  http://t.co/911F3IXRH0,1,flashflood cause landslide gilgit pakistan damage home farmland road bridge ,3
6731,lava,"Bandar Lampung, Indonesia",@YoungHeroesID Lava Blast dan Power Red #PantherAttack @CunayyH @TaufikCJ,1,lava blast dan power red pantherattack,3
6745,lava,"di langit 7 bidadari (^,^ )",@YoungHeroesID LAVA BLAST dan POWER RED #PantherAttack @Mirmanda11 @evaaaSR,1,lava blast dan power red pantherattack,3
6760,lightning,"Memphis, in the Tennessees",@random_tourist it rained. Some guys tree hit by lightning and some jackholes drove onto flooded streets.,1,rained guy tree hit lightning jackholes drove onto flooded streets,3
7270,nuclear disaster,no_location,#Japan #Fukushima the most serious man made disaster in human history...  ÛÏa marker of radiation brain damageÛ http://t.co/Y3ZfqJsvpz,1,japan fukushima serious man made disaster human history   a marker radiation brain damage ,3
7496,oil spill,"Montgomery, AL",SB57 [NEW] Deepwater Horizon Oil Spill distribution of funds from BP settlement road and bridge projects in Bal... http://t.co/dKpsrkG6pc,1,new deepwater horizon oil spill distribution fund bp settlement road bridge project bal,3
7971,razed,WorldWide,#News : The Latest: More Homes Razed by Northern California Wildfire - New York Times http://t.co/5kBRZZmf8c #TAFS #FB100%,1,news latest home razed northern california wildfire new york time tafs ,3
8578,screams,Sheffield/Leeds,I agree with certain cultural appropriation things but honestly if u looked at my house it screams appropriation bc Buddhas and stuff-,1,agree certain cultural appropriation thing honestly u looked house scream appropriation bc buddha stuff,3
8905,snowstorm,"Hampshire, UK",New #photo Oak in a snowstorm http://t.co/HK9Yf72OVA taken in #winter on the #SouthDowns #Hampshire #photography #art #tree #treeporn,1,new photo oak snowstorm taken winter southdowns hampshire photography art tree treeporn,3
9064,structural failure,Asia,Rightways: Building structural integrity &amp; failure: inspections damages defects testing  repair http://t.co/vz1irH0Nmm via @rightwaystan,1,rightways building structural integrity amp failure inspection damage defect testing repair via,3
9085,structural failure,Reality,"'Jet fuel cant melt steel'
'The structural failure is illogical'
'The second plane crashing into the building is fake'
'It was a bomb'",1,jet fuel cant melt steel the structural failure illogical the second plane crashing building fake it bomb,3
9586,thunder,no_location,The thunder shook my house woke my sister and made car alarms go off ????,1,thunder shook house woke sister made car alarm go ,3
9600,thunder,"Macon, GA",#thunder outside my house this afternoon #gawx ??????????????????,1,thunder outside house afternoon gawx ,3
9667,tornado,Austin,73rd GOODE Water Ski National Championships will go on as planned next week  http://t.co/PgKBT3MBAp. (Event w/ damage from a tornado on Mon),1,goode water ski national championship go planned next week event w damage tornado mon,3
10009,twister,"Calgary, Alberta",Gail and Russell saw lots of hail at their Dalroy home - they have video of twister 1/2 mile from their home #yyc http://t.co/3VfKEdGrsO,1,gail russell saw lot hail dalroy home video twister mile home yyc,3
10164,violent storm,"Watertown, Mass.",Violent Storm Causes Damage Flooding in Watertown - http://t.co/3ZASZ6wxjJ,1,violent storm cause damage flooding watertown ,3
10330,weapon,jayankondacholapuram.tamilnadu,That day remember the nuclear weapon power......Hiroshima 70th,1,day remember nuclear weapon powerhiroshima,3
10517,wildfire,no_location,! Residents Return To Destroyed Homes As Washington Wildfire Burns on http://t.co/UcI8stQUg1,1, resident return destroyed home washington wildfire burn,3
10520,wildfire,Lancaster California,The Latest: More homes razed by Northern California wildfire - LancasterOnline http://t.co/ph7wllKRfI #Lancaster,1,latest home razed northern california wildfire lancasteronline lancaster,3
10533,wildfire,USA,The Latest: #Wildfire destroys more homes but crews advance - WQOW TV News 18 http://t.co/Hj26SFDdfI,1,latest wildfire destroys home crew advance wqow tv news,3
10563,windstorm,"calgary,ab",My precious olive tree lost this battle...another crazy windstorm in #yyc! @weathernetwork http://t.co/N00DVXEga2,1,precious olive tree lost battleanother crazy windstorm yyc,3
10795,wrecked,"Santa Cruz, CA","Israel wrecked my home. Now it wants my land. 
https://t.co/g0r3ZR1nQj",1,israel wrecked home want land,3
10869,no_keyword,no_location,Two giant cranes holding a bridge collapse into nearby homes http://t.co/STfMbbZFB5,1,two giant crane holding bridge collapse nearby home,3
